Region	Type of Place	Description	Discourse	Character(s) Involved	Date	Types Involved	Book	Roman Numerals	Pages		see Also	Date	Types Involved	Book Title	Book	Roman Numerals	Pages		Character Names	Place Raw	Quartier	Lat Long	WikiURL	ImageURL
Outer Left-Bank Faubourgs	Hospital	Cerizet had come from the Enfants-Trouvés	Event	Cerizet			F	XIII 	147	 				Ferragus	F	XIII 	147	 	Cerizet	the Enfants-Trouvés				
Outer Left-Bank Faubourgs	Hospital	Cerizet had come from the Enfants-Trouvés	Event	Cerizet			EHC	XX	268	 				L'envers de l'histoire contemporain	EHC	XX	268	 	Cerizet	the Enfants-Trouvés				
Outer Left-Bank Faubourgs	Hospital	Cerizet had come from the Enfants-Trouvés	Event	Cerizet			P0	XVIII	160	 				P0	P0	XVIII	160	 	Cerizet	the Enfants-Trouvés				
Outer Left-Bank Faubourgs	Hospital	Cerizet had come from the Enfants-Trouvés	Event				MPP	XL	595	 				Monographie de la presse parisienne	MPP	XL	595	 		the Enfants-Trouvés				
Outer Left-Bank Faubourgs	Hospital	Marie-Thérèse Infirmary	Description				F 	XIII	147	 				Ferragus	F 	XIII	147	 		Marie-Thérèse Infirmary				
Outer Left-Bank Faubourgs	Hospital	The La Rochefoucault hospice	Description				F 	XIII	147	 				Ferragus	F 	XIII	147	 		The La Rochefoucault hospice				
Outer Left-Bank Faubourgs	Hospital	The Sourds-Muets	Description				F 	XIII	147	 				Ferragus	F 	XIII	147	 		The Sourds-Muets				
Outer Left-Bank Faubourgs	Hospital	Phéllion lives near the Sourds-Muets	Fact	Phéllion			E 	XIX	94	 				Les employés	E 	XIX	94	 	Phéllion	The Sourds-Muets				
Outer Left-Bank Faubourgs	Hospital	Val-de-Grace hospital	Description				F 	XIII	147	 				Ferragus	F 	XIII	147	 		Val-de-Grace hospital				
Outer Left-Bank Faubourgs	Prison	Bicêtre prison	Description				F 	 XIII	60	 				Ferragus	F 	 XIII	60	 		Bicêtre prison				
Outer Left-Bank Faubourgs	Prison	Bicêtre prison	Description				CT	IX	228	 				Le curé de Tours	CT	IX	228	 		Bicêtre prison				
Outer Left-Bank Faubourgs	Prison	Bicêtre prison	Description				MR	XXVII	347	 				MR	MR	XXVII	347	 		Bicêtre prison				
Outer Left-Bank Faubourgs	Prison	Bicêtre prison	Description				Po	XVIII	130	 				Le cousin Pons	Po	XVIII	130	 		Bicêtre prison				
Outer Left-Bank Faubourgs	Prison	Bicêtre prison	Description				SMC	XVI	5, 236	 				Splendeurs et misères des courtisanes	SMC	XVI	5, 236	 		Bicêtre prison				
Outer Left-Bank Faubourgs	commune	Bibi-Lupin had been at Melun	Event	Bibi-Lupin			SMC 	XVI	45	 				Splendeurs et misères des courtisanes 	SMC 	XVI	45	 	Bibi-Lupin	Bicêtre prison				
Outer Left-Bank Faubourgs	commune	Idamore destined for Melum	Event	Idamore			B 	XVII	414	 				La cousine Bette	B 	XVII	414	 	Idamore	Melun				
Outer Left-Bank Faubourgs	commune	Idamore destined for Melum	Event	Idamore			SMC 	XV	150	 				Splendeurs et misères des courtisanes 	SMC 	XV	150	 	Idamore	Melun				
Outer Left-Bank Faubourgs	commune	Idamore destined for Melum	Event	Idamore			SMC	XVI	20, 158	 				Splendeurs et misères des courtisanes	SMC	XVI	20, 158	 	Idamore	Melun				
Outer Left-Bank Faubourgs	Prison	Poissy prison	Description				SMC, SMC 	XV, XVI	150, 20	 				Splendeurs et misères des courtisanes::Splendeurs et misères des courtisanes 	SMC, SMC 	XV, XVI	150, 20	 		Poissy prison				
Outer Left-Bank Faubourgs	Institution	Jordy had been a professor at the École Militaire	Fact	Jordy			UM 	VIII	34	 				Ursule Mirouët	UM 	VIII	34	 	Jordy	École Militaire				
Outer Left-Bank Faubourgs	Institution	Sons of most illustrious families go to Saint-Cyr	Fact				CA 	XI	49	 				Le cabinet des antiques 	CA 	XI	49	 		Saint-Cyr				
Outer Left-Bank Faubourgs	Church	Main and Godefroid are to go to Saint-Jacques-du-Haut-Pas church	Event	Main::Godefroid			EHC 	XX	351, 452	 				L'envers de l'histoire contemporain	EHC 	XX	351, 452	 	Main::Godefroid	Saint-Jacques-du-Haut-Pas Church				
Outer Left-Bank Faubourgs	Church	Saint-Jacques-du-Haut-Pas church	Description				PB, Exc	XX	62, 84, 40	 				PB::Exc	PB, Exc	XX	62, 84, 40	 		Saint-Jacques-du-Haut-Pas church				
Outer Left-Bank Faubourgs	Church	Théodose goes by Saint-Jacques-du-Haut-Pas church	Event	Théodose			PB 	XX	167	 				Les petits bourgeois	PB 	XX	167	 	Théodose	Saint-Jacques-du-Haut-Pas church				
Outer Left-Bank Faubourgs	Church	The Val-de-Grâce dome is visible from the Bièvre	Fact				FTA 	VI	128	 				La femme de trente ans	FTA 	VI	128	 		Saint-Jacques-du-Haut-Pas church				
Outer Left-Bank Faubourgs	Church	Silence reigns near the dome of Val-de-Grâce	Description				PG 	VI	223	 				Le père Goriot	PG 	VI	223	 		Val-de-Grâce				
Outer Left-Bank Faubourgs	Church	Val-de-Grâce strikes the hours	Description				PG 	VI	259	 				Le père Goriot	PG 	VI	259	 		Val-de-Grâce				
Outer Left-Bank Faubourgs	Church	The cupola of Val-de-Grâce looks like a giant	Description				PB 	XX	89	 				Les petits bourgeois	PB 	XX	89	 		Val-de-Grâce				
Outer Left-Bank Faubourgs	Church	The cupola of Val-de-Grâce looks like a giant	Description				PB 	XX	128	 				Les petits bourgeois	PB 	XX	128	 		Val-de-Grâce				
Outer Left-Bank Faubourgs	Convent / Monastery	Convent of the Carmelites	Description				F 	XIII	147	 				Ferragus	F 	XIII	147	 		Convent of the Carmelites				
Outer Left-Bank Faubourgs	Convent / Monastery	Bell of the convent of the Visitation strikes the hours	Description				EHC 	XX	379, 402	 				L'envers de l'histoire contemporain	EHC 	XX	379, 402	 		Convent of the Visitation				
Outer Left-Bank Faubourgs	Institution	Oratoire	Description				L 	XXXVIII	146	 				La Fontaine	L 	XXXVIII	146	 		Oratoire				
Outer Left-Bank Faubourgs	Institution	The École Militaire	Description				LE	 I	352	 				Lettre aux écrivains français du XIXe siècle	LE	 I	352	 		The École Militaire				
Outer Left-Bank Faubourgs	Convent / Monastery	Monastery of the Chartreux	Description				PB, Exc	XX	71, 40	 				PB::Exc	PB, Exc	XX	71, 40	 		Monastery of the Chartreux				
Outer Left-Bank Faubourgs	Convent / Monastery	Cloister of the Chartreux	Description				EHC 	XX	375	 				L'envers de l'histoire contemporain	EHC 	XX	375	 		Cloister of the Chartreux				
Outer Left-Bank Faubourgs	Monument	Wall of Charles V	Description				Exc	 	40	 				Exc	Exc	 	40	 		Wall of Charles V				
Outer Left-Bank Faubourgs	Monument	Wall of Philippe-Auguste	Description				Exc	 	40	 				Exc	Exc	 	40	 		Wall of Philippe-Auguste				
Outer Left-Bank Faubourgs	Convent / Monastery	The Ursulines convent	Description				JL	 	46, 46, 51, 51, 51, 52, 52	 				Jean-Louis	JL	 	46, 46, 51, 51, 51, 52, 52	 		The Ursulines convent				
Outer Left-Bank Faubourgs	Chruch	Saint-Magloire	Description				Exc	 	40	 				Exc	Exc	 	40	 		Saint-Magloire				
Outer Left-Bank Faubourgs	Monument	Barrière d’Enfer	Description				JL	 	46	 				Jean-Louis	JL	 	46	 		Barrière d’Enfer				
Outer Left-Bank Faubourgs	Auberge	"Soleil d’Or, auberge; Vanard, aubergiste"	Fact				Cent	 	52	 				Le centenaire	Cent	 	52	 		Soleil d’Or				
Outer Right-Bank Faubourgs	Residence	Halpersohn lives at Chaillot, rue Marbeuf	Fact	Halpersohn			EHC 	XX	375	 				L'envers de l'histoire contemporain	EHC 	XX	375	 	Halpersohn	Chaillot, rue Marbeuf				
Outer Right-Bank Faubourgs	Monument	"His private hospital situated at Chaillot, rue Basse
Saint-Pierre"	Description				EHC 	XX	432, 433	 				L'envers de l'histoire contemporain	EHC 	XX	432, 433	 		Chaillot				
Outer Right-Bank Faubourgs	Monument	Nucingen goes to the Arc de Triomphe de l’Etoile	Event	Nucingen			SMC 	XV	144	 				Splendeurs et misères des courtisanes 	SMC 	XV	144	 	Nucingen	Arc de Triomphe de l’Etoile	Champs-Elysées			
Outer Right-Bank Faubourgs	Monument	Lucien reaches the Arc de Triomphe, which has been begun	Event	Lucien			IP 	XII	39	5				Illusions perdues 	IP 	XII	39	5	Lucien	Arc de Triomphe	Champs-Elysées			
Outer Right-Bank Faubourgs	Monument	Lucien reaches the Arc de Triomphe, which has been begun	Event	Lucien			CSS	XIX	352	 				Les comédiens sans le savoir	CSS	XIX	352	 	Lucien	Arc de Triomphe	Champs-Elysées			
Outer Right-Bank Faubourgs	Monument	Lucien reaches the Arc de Triomphe, which has been begun	Event	Lucien			HPB 	XL 	617	 				Histoire et physiologie des boulevards de Paris 	HPB 	XL 	617	 	Lucien	Arc de Triomphe	Champs-Elysées			
Outer Right-Bank Faubourgs	Monument	Lucien reaches the Arc de Triomphe, which has been begun	Event	Lucien			PN, CL	XXII 	468	 				PN::CL	PN, CL	XXII 	468	 	Lucien	Arc de Triomphe	Champs-Elysées			
Outer Right-Bank Faubourgs	Quarter	Balzac considers buying land in the Champs-Elysées quarter	Event	Balzac			LE 	II	432, 436	 				Lettre aux écrivains du XIXe siècle	LE 	II	432, 436	 	Balzac	Arc de Triomphe	Champs-Elysées			
Outer Right-Bank Faubourgs	Street	There is a lot in the rue Jean-Goujon	Description				LE 	III	151, 153, 155, 161	 				Lettre aux écrivains du XIXe siècle	LE 	III	151, 153, 155, 161	 		rue Jean-Goujon	Champs-Elysées			
Outer Right-Bank Faubourgs	Quarter	The quarter near the rue Jean-Goujon	Description				LE 	III	147, 154, 155	 				Lettre aux écrivains du XIXe siècle	LE 	III	147, 154, 155	 		rue Jean-Goujon	Champs-Elysées			
Outer Right-Bank Faubourgs	Street	The rond-point des Champs-Elysées	Description				LE 	III	153	 				Lettre aux écrivains du XIXe siècle	LE 	III	153	 		rond-point des Champs-Elysées	Champs-Elysées			
Outer Right-Bank Faubourgs	Quarter	The Étoile	Description				LE, Fa	I, XXXV	352, 302	 				LE::Fa	LE, Fa	I, XXXV	352, 302	 		The Étoile	Champs-Elysées			
Outer Right-Bank Faubourgs	Quarter	Prices at the Étoile	Fact				LF 	 	275, 277	 				LF 	LF 	 	275, 277	 		The Étoile	Champs-Elysées			
Outer Right-Bank Faubourgs	Quarter	Prices at Ternes	Fact				LF	 	277	 				LF	LF	 	277	 		Ternes	Ternes			
Outer Right-Bank Faubourgs	Quarter	Schmucke could see the bill of Chaillot from his window	Fact	Schmucke			FE 	IV	177	 				FE 	FE 	IV	177	 	Schmucke	Chaillot	Chaillot			
Outer Right-Bank Faubourgs	Quarter	Chaillot	Description				LE, LE, C, C	I, III, I, lI	290, 294, 483, 80, 461, 9	 				LE::LE::C::C	LE, LE, C, C	I, III, I, lI	290, 294, 483, 80, 461, 9	 		Chaillot	Chaillot			
Outer Right-Bank Faubourgs	Quarter	Price of houses at Chafflot	Fact				LE,  LF	III	54, 275, 277	 				LE:: LF	LE,  LF	III	54, 275, 277	 		Chaillot	Chaillot			
Outer Right-Bank Faubourgs	Quarter	The Chaillot quarter	Description				LE 	III	155	 				Lettre aux écrivains du XIXe siècle	LE 	III	155	 		Chaillot	Chaillot			
Outer Right-Bank Faubourgs	Quarter	Price of land at Passy	Fact				LE, LE 	II, III	458, 459,  74, 77-79, 87, 96, 130, 360	 				LE::LE 	LE, LE 	II, III	458, 459,  74, 77-79, 87, 96, 130, 360	 		Passy	Passy			
Outer Right-Bank Faubourgs	Residence	The Salmon property	Description				LE 	III	103, 104, 127, 129, 130, 141	 				Lettre aux écrivains du XIXe siècle	LE 	III	103, 104, 127, 129, 130, 141	 		Passy	Passy			
Outer Right-Bank Faubourgs	Field	The plaine des Sablons	Description				MN 	XIV	386	 				La maison Nucingen 	MN 	XIV	386	 		plaine des Sablons				
Outer Right-Bank Faubourgs	Field	Monceaux	Description				Beat 	V	281	 				Béatrix 	Beat 	V	281	 		Monceaux	Monceaux			
Outer Right-Bank Faubourgs	Field	Béatrix on Monceaux hill	Event	Béatrix			Beat	V	285	 				Béatrix	Beat	V	285	 	Béatrix	Monceaux hill	Monceaux			
Outer Right-Bank Faubourgs	Quarter	Baizac considers some property at Monceau	Event	Balzac			LE, LE	II,  III	461, 469, 470, 1, 2, 4, 5, 12	 				LE::LE	LE, LE	II,  III	461, 469, 470, 1, 2, 4, 5, 12	 	Balzac	Monceau	Monceau			
Outer Right-Bank Faubourgs	Quarter	Moncean	Description				LE 	III	18, 19, 29, 38, 43, 52, 53, 72, 77	 				Lettre aux écrivains du XIXe siècle	LE 	III	18, 19, 29, 38, 43, 52, 53, 72, 77	 		Monceau	Monceau			
Outer Right-Bank Faubourgs	Quarter	The future of the Monceau quarter	Opinion				LE 	III	53, 54.	 				Lettre aux écrivains du XIXe siècle	LE 	III	53, 54.	 		Monceau	Monceau			
Outer Right-Bank Faubourgs	Quarter	The Monceau transaction	Event	Balzac			LE 	III	63, 133, 142, 143, 145, 161, 171, 199, 206, 213	 				Lettre aux écrivains du XIXe siècle	LE 	III	63, 133, 142, 143, 145, 161, 171, 199, 206, 213	 	Balzac	Monceau	Monceau			
Outer Right-Bank Faubourgs	Quarter	Passy and Paris as places to live	Description				LE 	III	129-130	 				Lettre aux écrivains du XIXe siècle	LE 	III	129-130	 		Passy	Passy			
Outer Right-Bank Faubourgs	Quarter	Description of Ia Petite Pologne	Description				B 	XVII	478, 479	 				La cousine Bette	B 	XVII	478, 479	 		Ia Petite Pologne				
Outer Right-Bank Faubourgs	Quarter	La Petite Pologne	Description				DE 	XXXVIII	173	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	173	 		Ia Petite Pologne				
Outer Right-Bank Faubourgs	Quarter	Property near the rue de la Pepinière	Description				LE 	III	136-137, 139	 				Lettre aux écrivains du XIXe siècle	LE 	III	136-137, 139	 		rue de la Pepinière				
Outer Right-Bank Faubourgs	Quarter	The place de I’Europe	Description				Po 	XVIII	48	 				Le cousin Pons	Po 	XVIII	48	 		The place de I’Europe				
Outer Right-Bank Faubourgs	Quarter	The place de France	Description				Po 	XVIII	48	 				Le cousin Pons	Po 	XVIII	48	 		The place de France				
Outer Right-Bank Faubourgs	Quarter	The Aspasias of the Batignolles are penniless	Fact	The Aspasias			Beat 	V	321	 				Béatrix 	Beat 	V	321	 	The Aspasias	the Batignolles				
Outer Right-Bank Faubourgs	Quarter	The rural annuitant often lives at the Batignolles	Fact				MoR	XL	222	 				MoR	MoR	XL	222	 		the Batignolles				
Outer Right-Bank Faubourgs	Quarter	Mme Cibot talks of retiring to the Batignolles	Event	Mme Cibot			Po 	XVIII	128	 				Le cousin Pons	Po 	XVIII	128	 	Mme Cibot	the Batignolles				
Outer Right-Bank Faubourgs	Quarter	Baizac considers a house at Batignolles	Event	Balzac			LE 	III	292-295	 				Lettre aux écrivains du XIXe siècle	LE 	III	292-295	 	Balzac	the Batignolles				
Outer Right-Bank Faubourgs	Quarter	The Tivoli quarter	Description				LE 	III	53	 				Lettre aux écrivains du XIXe siècle	LE 	III	53	 		The Tivoli quarter				
Outer Right-Bank Faubourgs	Quarter	The windmills of Montmartre	Description				GDCB 	XIV	91	 				Histoire de la grandeur et la décadence de César Birotteau 	GDCB 	XIV	91	 		Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The ventriloguist Fitz-James goes to die at Montmartre	Event	Fitz-James			IP 	XII	128	 				Illusions perdues 	IP 	XII	128	 	Fitz-James	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	Blücher’s words at Montmartre	Event	Blücher			IP	XII	182	 				Illusions perdues	IP	XII	182	 	Blücher	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The porter’s situation in the Montmartre quarter	Event	porter			F 	XIII	104	 				Ferragus	F 	XIII	104	 	porter	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Business	Grasson’s atelier faced Montmartre	Fact	Grasson			PGr 	XVI	437	 				Pierre Grassou 	PGr 	XVI	437	 	Grasson	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Residence	The Aspasias at Montmartre	Asapasias	Asapasias			Beat 	V	321, 321	 				Béatrix 	Beat 	V	321, 321	 	Asapasias	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The rural annuitant at Montmartre	Description	rural annuitant			Mor 	XL	222, 222	 				Mor 	Mor 	XL	222, 222	 	rural annuitant	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	Montmartre as a limit of Paris	Description	Shopkeepers			HPB 	XL	612	 				Histoire et physiologie des boulevards de Paris 	HPB 	XL	612	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			D 	XXXIX	329	 				Le dimanche	D 	XXXIX	329	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			MM 	II	8, 8	 				Modeste Mignon 	MM 	II	8, 8	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			HA 	XVIII	403	 				HA 	HA 	XVIII	403	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			F	XIII	143	 				Ferragus	F	XIII	143	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			M 	XXIX	104	 				M 	M 	XXIX	104	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			PG 	VI	222	 				Le père Goriot	PG 	VI	222	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			FYO 	XIII	380	 				La fille aux yeux d'or 	FYO 	XIII	380	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			SMC 	XV	178	 				Splendeurs et misères des courtisanes 	SMC 	XV	178	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The shopkeepers at Montmartre on Sunday	Description	Shopkeepers			DV 	II	302, 460	 				Un début dans la vie	DV 	II	302, 460	 	Shopkeepers	Montmartre	Montmartre			
Outer Right-Bank Faubourgs	Quarter	The spirit of Ia Courtille	Description				FC 	XVI	374	 				FC 	FC 	XVI	374	 		Ia Courtille	Ia Courtille			
Outer Right-Bank Faubourgs	Quarter	Cardot lived above la Courtille	Fact	Cardot			DV 	II	424, 426.	 				Un début dans la vie	DV 	II	424, 426.	 	Cardot	Ia Courtille	Ia Courtille			
Outer Right-Bank Faubourgs	Quarter	The Bijou family lived at the foot of Ia Courtille	Fact	Bijou family			B 	XVII	385	 				La cousine Bette	B 	XVII	385	 	Bijou family	Ia Courtille	Ia Courtille			
Outer Right-Bank Faubourgs	Quarter	The Bijou family lived at the foot of Ia Courtille	Fact	Bijou family			Gr	IV	243	 				Gr	Gr	IV	243	 	Bijou family	Ia Courtille	Ia Courtille			
Outer Right-Bank Faubourgs	Quarter	The Bijou family lived at the foot of Ia Courtille	Fact	Bijou family			DE 	XXXVIII	173	 				Petit dictionnaire critique des enseignes de Paris 	DE 	XXXVIII	173	 	Bijou family	Ia Courtille	Ia Courtille			
Outer Right-Bank Faubourgs	Quarter	The butte de Belleville	Description				ET 	XXI	9, 9	 				ET 	ET 	XXI	9, 9	 		The butte de Belleville	Belleville			
Outer Right-Bank Faubourgs	Quarter	The butte de Saint-Chaumout	Description				ET 	XXI	9, 9	 				ET 	ET 	XXI	9, 9	 		The butte de Saint-Chaumout	Saint-Chaumout			
Outer Right-Bank Faubourgs	Quarter	Charenton	Description				PMVC 	XXXIII	135	 				Petites misères de la vie conjugale 	PMVC 	XXXIII	135	 		Charenton	Charenton			
Outer Right-Bank Faubourgs	Quarter	Aubriot and the encircling sewer in the xivth century	Description				SCM	XXX.	57	 				Splendeurs et misères des courtisanes	SCM	XXX.	57	 		Aubriot	Aubriot			
Outer Right-Bank Faubourgs	Quarter	Passy	Description				JL	 	28	 				Jean-Louis	JL	 	28	 		Passy	Passy			
Outer Right-Bank Faubourgs	Residence	Nucingen’s cashier lives at the corner of the rue de l’Arcade	Fact	Nucingen’s cashier			MN 	XIV	196	 				La maison Nucingen 	MN 	XIV	196	 	Nucingen’s cashier	rue de l’Arcade				
Outer Right-Bank Faubourgs	Residence	M. de La Baudraye buys a house in the rue de 1’Arcade	Event				MD 	X	236, 242	 				La muse du département 	MD 	X	236, 242	 		rue de l’Arcade				
Outer Right-Bank Faubourgs	Waterway	The reservoir of the rue de l’Arcade	Description				HPB 	XL	616	 				Histoire et physiologie des boulevards de Paris 	HPB 	XL	616	 		rue de l’Arcade				
Outer Right-Bank Faubourgs	Street	The rue Basse	Description				LE 	III	79, 83, 107,151	 				Lettre aux écrivains du XIXe siècle	LE 	III	79, 83, 107,151	 		rue Basse				
Outer Right-Bank Faubourgs	Hospital	Halpersohn’s private hospital situated in the rue Basse-Saint-Pierre	Fact	Halpersohn			EHC 	XX	432, 442	 				L'envers de l'histoire contemporain	EHC 	XX	432, 442	 	Halpersohn	rue Basse-Saint-Pierre				
Outer Right-Bank Faubourgs	Hospital	Wanda is taken to Halpersohn’s private hospital situated in the rue Basse-Saint-Pierre	Event	Wanda			EHC 	XX	437	 				L'envers de l'histoire contemporain	EHC 	XX	437	 	Wanda	rue Basse-Saint-Pierre				
